shuku_gyou=7 shuku_retu=7 n_shuku=49
Number of ID for KL henkan = 120
Number of ID for tch = 60
Number of ID for test = 60
sigma=6
1,0.250513, 28.86
2,0.402561, 53.86
3,0.495983, 71.22
4,0.574640, 78.17
5,0.634219, 80.61
6,0.682178, 82.69
7,0.727808, 83.64
8,0.767602, 84.17
9,0.797200, 84.56
10,0.824940, 84.50
11,0.844955, 84.75
12,0.863466, 84.75
13,0.879298, 85.50
14,0.893510, 85.94
15,0.906916, 85.89
16,0.919330, 85.67
17,0.929378, 85.61
18,0.937802, 85.64
19,0.945244, 85.83
20,0.952013, 85.86
21,0.958288, 85.92
22,0.963861, 85.94
23,0.968252, 85.97
24,0.972551, 86.03
25,0.976012, 86.03
26,0.979047, 86.06
27,0.981919, 86.06
28,0.984359, 86.08
29,0.986660, 86.11
30,0.988930, 86.08
31,0.990660, 86.11
32,0.992174, 86.11
33,0.993638, 86.11
34,0.994850, 86.11
35,0.995727, 86.11
36,0.996484, 86.11
37,0.997175, 86.11
38,0.997758, 86.11
39,0.998299, 86.11
40,0.998682, 86.11
41,0.999043, 86.11
42,0.999280, 86.11
43,0.999475, 86.11
44,0.999661, 86.11
45,0.999763, 86.11
46,0.999856, 86.11
47,0.999915, 86.11
48,0.999960, 86.11
49,1.000000, 86.11
